,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,wbEconomy,wbCode,wbRegion,wbIncome_group,wbLending category,wbOther (EMU or HIPC)
23728,DNK,Europe,Denmark,2021-06-15,291139.0,227.0,432.0,2528.0,1.0,1.0,50263.95,39.191,74.583,436.449,0.17300000000000001,0.17300000000000001,0.59,19.0,3.28,101.0,17.437,,,,,87122.0,34168637.0,5899.0740000000005,15.040999999999999,98476.0,17.000999999999998,0.004,228.0,tests performed,,2837462.0,1541071.0,,58208.0,,48.99,26.61,10049.0,55.56,5792203.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.76700000000001,6.41,19.3,18.8,,2.5,80.9,0.94,,Denmark,DNK,Europe & Central Asia,1_High income,,
24205,DJI,Africa,Djibouti,2021-06-15,11575.0,0.0,1.286,154.0,0.0,0.0,11715.563,0.0,1.301,155.87,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,247.0,,,,250.0,54.63,988002.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.03700000000003,6.05,1.7,24.5,,1.4,67.11,0.524,,Djibouti,DJI,Middle East & North Africa,3_Lower middle income,IDA,
24678,DMA,North America,Dominica,2021-06-15,189.0,0.0,0.14300000000000002,,,0.0,2625.328,0.0,1.984,,,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,63.0,,,,875.0,31.48,71991.0,98.56700000000001,,,,9673.367,,227.37599999999998,11.62,,,,3.8,75.0,0.742,,Dominica,DMA,Latin America & Caribbean,2_Upper middle income,Blend,
25172,DOM,North America,Dominican Republic,2021-06-15,310391.0,914.0,1057.5710000000001,3717.0,9.0,6.428999999999999,28612.993,84.256,97.491,342.647,0.83,0.593,0.98,,,,,,,,,,,,,5337.0,0.49200000000000005,0.198,5.0,samples tested,6473104.0,4286397.0,2186707.0,102535.0,116651.0,59.67,39.51,20.16,10753.0,62.96,10847904.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.181999999999995,1.6,74.08,0.7559999999999999,,Dominican Republic,DOM,Latin America & Caribbean,2_Upper middle income,IBRD,
25666,ECU,South America,Ecuador,2021-06-15,439374.0,235.0,912.7139999999999,21061.0,10.0,32.857,24903.502999999997,13.32,51.732,1193.7269999999999,0.5670000000000001,1.8619999999999999,1.03,,,,,,,,,1252.0,1420198.0,80.49600000000001,0.071,3443.0,0.195,0.265,3.8,people tested,3133387.0,2079889.0,1053498.0,,49306.0,17.76,11.79,5.97,2795.0,60.19,17643060.0,66.939,28.1,7.104,4.458,10581.936000000002,3.6,140.44799999999998,5.55,2.0,12.3,80.635,1.5,77.01,0.759,,Ecuador,ECU,Latin America & Caribbean,2_Upper middle income,IBRD,
26176,EGY,Africa,Egypt,2021-06-15,274404.0,609.0,696.7139999999999,15691.0,37.0,36.286,2681.4440000000004,5.9510000000000005,6.808,153.33100000000002,0.36200000000000004,0.355,0.8,,,,,,,,,,,,,,,,,,,,,,70763.0,,,,691.0,43.52,102334403.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.82700000000001,1.6,71.99,0.7070000000000001,,"Egypt, Arab Rep.",EGY,Middle East & North Africa,3_Lower middle income,IBRD,
26652,SLV,North America,El Salvador,2021-06-15,76297.0,946.0,187.71400000000003,2305.0,6.0,3.714,11762.972,145.84799999999998,28.941,355.37,0.925,0.573,1.15,,,,,,,,,,,,,,,,,,2388927.0,1384489.0,1004438.0,,28519.0,36.83,21.35,15.49,4397.0,26.85,6486201.0,307.811,27.6,8.273,5.417000000000001,7292.4580000000005,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.6729999999999999,,El Salvador,SLV,Latin America & Caribbean,3_Lower middle income,IBRD,
27132,GNQ,Africa,Equatorial Guinea,2021-06-15,8662.0,0.0,3.1430000000000002,120.0,0.0,0.28600000000000003,6173.979,0.0,2.24,85.53200000000001,0.0,0.204,0.62,,,,,,,,,,,,,,,,,,255030.0,148579.0,106451.0,,1565.0,18.18,10.59,7.59,1115.0,,1402985.0,45.193999999999996,22.4,2.846,1.7519999999999998,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.5920000000000001,,Equatorial Guinea,GNQ,Sub-Saharan Africa,2_Upper middle income,IBRD,
27606,ERI,Africa,Eritrea,2021-06-15,5012.0,31.0,59.286,17.0,1.0,0.429,1413.253,8.741,16.717,4.794,0.282,0.121,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,64.81,3546427.0,44.303999999999995,19.3,3.6069999999999998,2.171,1510.4589999999998,,311.11,6.05,0.2,11.4,,0.7,66.32,0.45899999999999996,,Eritrea,ERI,Sub-Saharan Africa,4_Low income,IDA,HIPC
28127,EST,Europe,Estonia,2021-06-15,130599.0,61.0,51.0,1266.0,0.0,0.28600000000000003,98450.931,45.983999999999995,38.446,954.363,0.0,0.215,0.64,3.0,2.262,60.0,45.23,,,,,4156.0,1489972.0,1123.203,3.133,3584.0,2.702,0.013999999999999999,70.3,tests performed,848156.0,530355.0,317801.0,10563.0,10008.0,63.94,39.98,23.96,7544.0,35.19,1326539.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.56900000000002,4.02,24.5,39.3,,4.69,78.74,0.892,,Estonia,EST,Europe & Central Asia,1_High income,,EMU
28608,SWZ,Africa,Eswatini,2021-06-15,18754.0,8.0,10.571,676.0,0.0,0.28600000000000003,16164.956,6.896,9.112,582.6759999999999,0.0,0.24600000000000002,1.2,,,,,,,,,,,,,,,,,,,,,,221.0,,,,190.0,59.26,1160164.0,79.492,21.5,3.1630000000000003,1.845,7738.975,,333.436,3.94,1.7,16.5,24.096999999999998,2.1,60.19,0.611,,Eswatini,SWZ,Sub-Saharan Africa,3_Lower middle income,IBRD,
29090,ETH,Africa,Ethiopia,2021-06-15,274480.0,134.0,186.429,4257.0,7.0,5.2860000000000005,2387.5389999999998,1.166,1.6219999999999999,37.029,0.061,0.046,0.76,,,,,,,,,5399.0,2797358.0,24.333000000000002,0.047,5358.0,0.047,0.035,28.7,tests performed,1954623.0,,,6550.0,8558.0,1.7,,,74.0,43.52,114963583.0,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,26.7,182.63400000000001,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,Ethiopia,ETH,Sub-Saharan Africa,4_Low income,IDA,HIPC
29250,FRO,Europe,Faeroe Islands,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40331.0,25686.0,14645.0,,427.0,82.54,52.57,29.97,8738.0,38.89,48865.0,35.308,,,,,,,,,,,,80.67,,,Faroe Islands,FRO,Europe & Central Asia,1_High income,,
29775,FJI,Oceania,Fiji,2021-06-15,1322.0,116.0,68.143,5.0,1.0,0.14300000000000002,1474.7160000000001,129.4,76.015,5.577999999999999,1.1159999999999999,0.159,1.62,,,,,,,,,,,,,,,,,,242539.0,237940.0,4599.0,,2730.0,27.06,26.54,0.51,3045.0,67.59,896444.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,Fiji,FJI,East Asia & Pacific,2_Upper middle income,Blend,
30301,FIN,Europe,Finland,2021-06-15,93923.0,73.0,75.571,964.0,0.0,0.7140000000000001,16951.413,13.175,13.639000000000001,173.985,0.0,0.129,0.92,,,,,,,,,16766.0,5293591.0,955.398,3.0260000000000002,14163.0,2.556,0.005,187.4,tests performed,3578059.0,2848931.0,729128.0,3927.0,40824.0,64.58,51.42,13.16,7368.0,47.69,5540718.0,18.136,42.8,21.228,13.264000000000001,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,Finland,FIN,Europe & Central Asia,1_High income,,EMU
30832,FRA,Europe,France,2021-06-15,5806255.0,3243.0,3528.429,110692.0,76.0,56.143,85936.79199999999,47.998999999999995,52.223,1638.3220000000001,1.125,0.831,0.65,1952.0,28.891,11895.0,176.055,,,,,283671.0,,,4.199,267770.0,3.963,0.012,83.3,people tested,45718063.0,30945677.0,15234321.0,681827.0,570720.0,67.67,45.8,22.55,8447.0,51.85,67564251.0,122.57799999999999,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.9009999999999999,,France,FRA,Europe & Central Asia,1_High income,,EMU
30988,PYF,Oceania,French Polynesia,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119393.0,64749.0,54644.0,,522.0,42.5,23.05,19.45,1858.0,,280904.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,,French Polynesia,PYF,East Asia & Pacific,1_High income,,
31461,GAB,Africa,Gabon,2021-06-15,24755.0,0.0,14.857000000000001,157.0,0.0,0.429,11122.204,0.0,6.675,70.539,0.0,0.193,0.96,,,,,,,,,,,,,,,,,,,,,,1393.0,,,,626.0,67.59,2225728.0,7.859,23.1,4.45,2.9760000000000004,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,Gabon,GAB,Sub-Saharan Africa,2_Upper middle income,IBRD,
31939,GMB,Africa,Gambia,2021-06-15,6016.0,0.0,2.0,180.0,0.0,0.14300000000000002,2489.382,0.0,0.828,74.483,0.0,0.059000000000000004,0.68,,,,,,,,,,,,,,,,,,,,,,18.0,,,,7.0,33.33,2416664.0,207.56599999999997,17.5,2.339,1.4169999999999998,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,"Gambia, The",GMB,Sub-Saharan Africa,4_Low income,IDA,HIPC
32437,GEO,Asia,Georgia,2021-06-15,355368.0,1092.0,705.7139999999999,5083.0,23.0,18.857,89083.08099999999,273.741,176.907,1274.198,5.766,4.727,0.96,,,,,,,,,,,,,30714.0,7.699,0.023,43.5,tests performed,281360.0,212163.0,69197.0,7625.0,7339.0,7.05,5.32,1.73,1840.0,64.81,3989175.0,65.032,38.7,14.864,10.244000000000002,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,Georgia,GEO,Europe & Central Asia,2_Upper middle income,IBRD,
32968,DEU,Europe,Germany,2021-06-15,3725328.0,1160.0,1819.0,90079.0,135.0,83.14299999999999,44463.507000000005,13.845,21.711,1075.134,1.611,0.992,0.53,1202.0,14.345999999999998,,,,,,,,,,,114337.0,1.365,,,tests performed,62704457.0,40932307.0,23197990.0,1032637.0,860749.0,74.84,48.85,27.69,10273.0,67.59,83783945.0,237.016,46.6,21.453000000000003,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.9470000000000001,,Germany,DEU,Europe & Central Asia,1_High income,,EMU
33449,GHA,Africa,Ghana,2021-06-15,94699.0,206.0,67.286,790.0,1.0,0.429,3047.635,6.63,2.165,25.424,0.032,0.013999999999999999,1.22,,,,,,,,,,,,,3605.0,0.11599999999999999,0.019,53.6,samples tested,,,,,233.0,,,,7.0,42.59,31072945.0,126.719,21.1,3.385,1.9480000000000002,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,Ghana,GHA,Sub-Saharan Africa,3_Lower middle income,IDA,HIPC
33628,GIB,Europe,Gibraltar,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,534.0,,33691.0,3457.1,,,,,,,,,,,,79.93,,,Gibraltar,GIB,Europe & Central Asia,1_High income,,
34128,GRC,Europe,Greece,2021-06-15,416195.0,794.0,665.857,12459.0,22.0,18.285999999999998,39930.227999999996,76.17699999999999,63.883,1195.3310000000001,2.1109999999999998,1.754,0.69,,,,,,,,,50580.0,10129590.0,971.845,4.853,37316.0,3.58,0.018000000000000002,56.0,samples tested,7041432.0,4302109.0,2911340.0,102473.0,97145.0,67.56,41.27,27.93,9320.0,45.37,10423056.0,83.479,45.3,20.396,14.524000000000001,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,Greece,GRC,Europe & Central Asia,1_High income,,EMU
34290,GRL,North America,Greenland,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30588.0,21179.0,9409.0,224.0,595.0,53.88,37.31,16.57,10481.0,50.93,56772.0,0.13699999999999998,,,,,,199.94099999999997,2.16,,,,,71.7,,,Greenland,GRL,Europe & Central Asia,1_High income,,
34763,GRD,North America,Grenada,2021-06-15,161.0,0.0,0.0,1.0,0.0,0.0,1430.869,0.0,0.0,8.887,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,159.0,,,,1413.0,,112519.0,317.132,29.4,7.303999999999999,5.021,13593.877,,243.96400000000003,10.71,,,,3.7,72.4,0.779,,Grenada,GRD,Latin America & Caribbean,2_Upper middle income,Blend,
35270,GTM,North America,Guatemala,2021-06-15,273730.0,1740.0,1413.4289999999999,8500.0,35.0,24.143,15278.891000000001,97.12200000000001,78.89399999999999,474.44800000000004,1.954,1.348,1.1,,,,,,,,,7152.0,1503492.0,83.921,0.39899999999999997,5786.0,0.32299999999999995,0.244,4.1,people tested,712099.0,573680.0,138419.0,28347.0,13155.0,3.97,3.2,0.77,734.0,51.85,17915567.0,157.834,22.9,4.694,3.016,7423.808000000001,8.7,155.898,10.18,,,76.665,0.6,74.3,0.6629999999999999,,Guatemala,GTM,Latin America & Caribbean,2_Upper middle income,IBRD,
35752,GIN,Africa,Guinea,2021-06-15,23398.0,0.0,12.286,167.0,0.0,0.429,1781.6470000000002,0.0,0.935,12.716,0.0,0.033,1.02,,,,,,,,,,,,,,,,,,441446.0,331202.0,110244.0,,8067.0,3.36,2.52,0.84,614.0,58.33,13132792.0,51.755,19.0,3.135,1.733,1998.9260000000002,35.3,336.717,2.42,,,17.45,0.3,61.6,0.47700000000000004,,Guinea,GIN,Sub-Saharan Africa,4_Low income,IDA,HIPC
36222,GNB,Africa,Guinea-Bissau,2021-06-15,3803.0,0.0,1.857,69.0,0.0,0.14300000000000002,1932.421,0.0,0.9440000000000001,35.061,0.0,0.073,1.17,,,,,,,,,,,,,,,,,,,,,,209.0,,,,106.0,,1967998.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,Guinea-Bissau,GNB,Sub-Saharan Africa,4_Low income,IDA,HIPC
36705,GUY,South America,Guyana,2021-06-15,18530.0,84.0,103.571,437.0,7.0,3.0,23558.308999999997,106.794,131.67700000000002,555.585,8.9,3.8139999999999996,0.98,,,,,,,,,,,,,,,,,,,,,,2988.0,,,,3799.0,60.19,786559.0,3.952,26.3,5.305,2.8369999999999997,7435.047,,373.159,11.62,,,77.15899999999999,1.6,69.91,0.682,,Guyana,GUY,Latin America & Caribbean,2_Upper middle income,IDA,HIPC
37180,HTI,North America,Haiti,2021-06-15,16662.0,101.0,109.571,358.0,3.0,3.571,1461.254,8.857999999999999,9.609,31.397,0.263,0.313,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,11402533.0,398.44800000000004,24.3,4.8,2.9539999999999997,1653.1729999999998,23.5,430.548,6.65,2.9,23.1,22.863000000000003,0.7,64.0,0.51,,Haiti,HTI,Latin America & Caribbean,3_Lower middle income,IDA,HIPC
37664,HND,North America,Honduras,2021-06-15,249118.0,1003.0,903.143,6674.0,21.0,20.285999999999998,25151.727000000003,101.266,91.184,673.828,2.12,2.048,1.08,,,,,,,,,,,,,,,,,,,,,,7440.0,,,,751.0,78.7,9904608.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,,Honduras,HND,Latin America & Caribbean,3_Lower middle income,IDA,HIPC
38196,HKG,Asia,Hong Kong,2021-06-15,11880.0,2.0,1.714,210.0,0.0,0.0,1584.636,0.267,0.22899999999999998,28.011,0.0,0.0,,,,,,,,,,,,,,70012.0,9.339,,,tests performed,3006343.0,1790754.0,1215589.0,41521.0,41454.0,40.1,23.89,16.21,5529.0,71.3,7496988.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.9490000000000001,,"Hong Kong SAR, China",HKG,East Asia & Pacific,1_High income,,
38688,HUN,Europe,Hungary,2021-06-15,807102.0,57.0,128.0,29935.0,10.0,7.428999999999999,83547.905,5.9,13.25,3098.7490000000003,1.035,0.769,0.58,,,391.0,40.475,,,,,4846.0,5545180.0,574.014,0.502,10467.0,1.084,0.012,81.8,tests performed,,5363124.0,4271990.0,,39320.0,,55.52,44.22,4070.0,49.07,9660350.0,108.04299999999999,43.4,18.577,11.975999999999999,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.8540000000000001,,Hungary,HUN,Europe & Central Asia,1_High income,,
39185,ISL,Europe,Iceland,2021-06-15,6555.0,0.0,0.0,29.0,0.0,0.0,19208.791,0.0,0.0,84.98200000000001,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,326982.0,224191.0,138517.0,,6585.0,95.82,65.7,40.59,19297.0,38.89,341250.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.9490000000000001,,Iceland,ISL,Europe & Central Asia,1_High income,,
39710,IND,Asia,India,2021-06-15,29633105.0,62224.0,77719.429,379573.0,2542.0,3720.7140000000004,21473.196,45.09,56.318000000000005,275.052,1.8419999999999999,2.696,0.68,,,,,,,,,1751358.0,381375984.0,276.35900000000004,1.2690000000000001,1881198.0,1.3630000000000002,0.040999999999999995,24.2,samples tested,255305366.0,207830971.0,47474395.0,2545002.0,3089205.0,18.5,15.06,3.44,2239.0,81.94,1380004385.0,450.41900000000004,28.2,5.989,3.4139999999999997,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,India,IND,South Asia,3_Lower middle income,IBRD,
40203,IDN,Asia,Indonesia,2021-06-15,1927708.0,8161.0,8340.429,53280.0,164.0,184.0,7047.684,29.837,30.493000000000002,194.791,0.6,0.6729999999999999,1.3,,,,,,,,,59153.0,12139998.0,44.38399999999999,0.21600000000000003,62442.0,0.228,0.134,7.5,people tested,32603744.0,20904723.0,11699021.0,563834.0,426748.0,11.92,7.64,4.28,1560.0,68.98,273523621.0,145.725,29.3,5.319,3.053,11188.743999999999,5.7,342.86400000000003,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,Indonesia,IDN,East Asia & Pacific,3_Lower middle income,IBRD,
40708,IRN,Asia,Iran,2021-06-15,3049648.0,10216.0,9933.143,82351.0,134.0,141.286,36308.379,121.62899999999999,118.262,980.451,1.595,1.682,1.02,,,,,,,,,,21817747.0,259.757,,125516.0,1.494,0.079,12.6,tests performed,,,,,37762.0,,,,450.0,74.54,83992953.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.7829999999999999,,"Iran, Islamic Rep.",IRN,Middle East & North Africa,3_Lower middle income,IBRD,
41208,IRQ,Asia,Iraq,2021-06-15,1264301.0,4618.0,4437.286,16762.0,26.0,24.714000000000002,31432.678,114.811,110.318,416.73199999999997,0.6459999999999999,0.614,1.08,,,,,,,,,,,,,42841.0,1.065,0.10400000000000001,9.7,samples tested,,,,,15272.0,,,,380.0,64.81,40222503.0,88.125,20.0,3.1860000000000004,1.9569999999999999,15663.986,2.5,218.612,8.83,,,94.57600000000001,1.4,70.6,0.674,,Iraq,IRQ,Middle East & North Africa,2_Upper middle income,IBRD,
41703,IRL,Europe,Ireland,2021-06-15,267289.0,283.0,310.714,4941.0,0.0,0.0,54131.236,57.313,62.926,1000.6489999999999,0.0,0.0,0.93,23.0,4.658,60.0,12.151,,,,,,,,,,,,,,,,,,45908.0,,,,9297.0,53.7,4937796.0,69.874,38.7,13.927999999999999,8.677999999999999,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,Ireland,IRL,Europe & Central Asia,1_High income,,EMU
41871,IMN,Europe,Isle of Man,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90991.0,62400.0,28591.0,314.0,174.0,107.01,73.38,33.62,2046.0,,85032.0,147.872,,,,,,,,,,,,81.4,,,Isle of Man,IMN,Europe & Central Asia,1_High income,,
42375,ISR,Asia,Israel,2021-06-15,839701.0,11.0,16.570999999999998,6428.0,0.0,1.429,97013.116,1.271,1.915,742.6460000000001,0.0,0.165,1.43,18.0,2.08,56.0,6.47,,,,,28141.0,17252368.0,1993.217,3.2510000000000003,20983.0,2.424,0.001,1266.2,tests performed,10633692.0,5485841.0,5147851.0,4127.0,3329.0,122.85,63.38,59.47,385.0,22.22,8655541.0,402.606,30.6,11.732999999999999,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,,Israel,ISR,Middle East & North Africa,1_High income,,
42899,ITA,Europe,Italy,2021-06-15,4247032.0,1253.0,1634.286,127101.0,63.0,58.714,70243.195,20.724,27.03,2102.169,1.042,0.971,0.65,504.0,8.336,3837.0,63.461999999999996,,,,,212708.0,68896197.0,1139.499,3.5180000000000002,180458.0,2.985,0.009000000000000001,110.4,tests performed,42886416.0,29508488.0,14536661.0,522897.0,549853.0,70.93,48.81,24.04,9094.0,71.3,60461828.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.15100000000001,4.78,19.8,27.8,,3.18,83.51,0.892,,Italy,ITA,Europe & Central Asia,1_High income,,EMU
43383,JAM,North America,Jamaica,2021-06-15,49379.0,23.0,49.714,1012.0,1.0,5.428999999999999,16675.554,7.767,16.789,341.75800000000004,0.33799999999999997,1.8330000000000002,0.89,,,,,,,,,,,,,1856.0,0.627,0.027000000000000003,37.3,samples tested,,,,,3278.0,,,,1107.0,71.76,2961161.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.7340000000000001,,Jamaica,JAM,Latin America & Caribbean,2_Upper middle income,IBRD,
43916,JPN,Asia,Japan,2021-06-15,777979.0,1414.0,1701.5710000000001,14150.0,67.0,63.571000000000005,6151.1759999999995,11.18,13.454,111.87899999999999,0.53,0.503,0.73,,,,,,,,,61213.0,14788726.0,116.929,0.484,62237.0,0.49200000000000005,0.027000000000000003,36.6,people tested,29916001.0,21886360.0,8029641.0,1123865.0,1017491.0,23.65,17.3,6.35,8045.0,55.09,126476458.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,Japan,JPN,East Asia & Pacific,1_High income,,
44408,JOR,Asia,Jordan,2021-06-15,744377.0,500.0,468.0,9614.0,12.0,9.286,72955.678,49.005,45.868,942.2589999999999,1.176,0.91,0.85,,,,,,,,,,,,,19398.0,1.901,0.024,41.4,tests performed,2751281.0,1969242.0,782039.0,69994.0,37666.0,26.97,19.3,7.66,3692.0,,10203140.0,109.285,23.2,3.81,2.3609999999999998,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.7290000000000001,,Jordan,JOR,Middle East & North Africa,2_Upper middle income,IBRD,
44890,KAZ,Asia,Kazakhstan,2021-06-15,460340.0,1128.0,1082.857,3502.0,0.0,2.8569999999999998,24516.546000000002,60.074,57.67,186.50799999999998,0.0,0.152,0.98,,,,,,,,,,,,,,,,,,3982697.0,2547363.0,1435334.0,92511.0,69108.0,21.21,13.57,7.64,3681.0,62.96,18776707.0,6.681,30.6,6.9910000000000005,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,Kazakhstan,KAZ,Europe & Central Asia,2_Upper middle income,IBRD,
45379,KEN,Africa,Kenya,2021-06-15,176137.0,456.0,437.85699999999997,3428.0,7.0,14.571,3275.6690000000003,8.48,8.142999999999999,63.751000000000005,0.13,0.271,1.17,,,,,,,,,,,,,,,,,,1138748.0,989422.0,149326.0,22727.0,19034.0,2.12,1.84,0.28,354.0,65.74,53771300.0,87.324,20.0,2.6860000000000004,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,Kenya,KEN,Sub-Saharan Africa,3_Lower middle income,Blend,
45430,KIR,Oceania,Kiribati,2021-06-15,2.0,0.0,0.0,,,0.0,16.744,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,119446.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,,Kiribati,KIR,East Asia & Pacific,3_Lower middle income,IDA,
45930,KWT,Asia,Kuwait,2021-06-15,331013.0,1487.0,1536.5710000000001,1831.0,3.0,4.2860000000000005,77510.38900000001,348.19800000000004,359.805,428.749,0.7020000000000001,1.004,1.06,,,,,,,,,11645.0,2775505.0,649.915,2.727,11567.0,2.7089999999999996,0.133,7.5,tests performed,,,,,11572.0,,,,2710.0,50.93,4270563.0,232.128,33.7,2.345,1.114,65530.537000000004,,132.235,15.84,2.7,37.0,,2.0,75.49,0.8059999999999999,,Kuwait,KWT,Middle East & North Africa,1_High income,,
46407,KGZ,Asia,Kyrgyzstan,2021-06-15,111343.0,514.0,518.429,1905.0,6.0,6.571000000000001,17066.177,78.78399999999999,79.46300000000001,291.99,0.92,1.0070000000000001,1.26,,,,,,,,,,,,,,,,,,,,,,2863.0,,,,439.0,54.63,6524191.0,32.333,26.3,4.489,2.8819999999999997,3393.474,1.4,436.36199999999997,7.11,3.6,50.5,89.22,4.5,71.45,0.6970000000000001,,Kyrgyz Republic,KGZ,Europe & Central Asia,3_Lower middle income,IDA,
46878,LAO,Asia,Laos,2021-06-15,2025.0,15.0,7.857,3.0,0.0,0.0,278.329,2.062,1.08,0.41200000000000003,0.0,0.0,1.06,,,,,,,,,,274907.0,37.785,,1608.0,0.221,0.005,204.7,people tested,1122128.0,717648.0,404480.0,11272.0,14930.0,15.42,9.86,5.56,2052.0,69.44,7275556.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,Lao PDR,LAO,East Asia & Pacific,3_Lower middle income,IDA,
47380,LVA,Europe,Latvia,2021-06-15,136247.0,143.0,157.571,2464.0,8.0,5.857,72233.515,75.814,83.539,1306.329,4.2410000000000005,3.105,0.67,,,244.0,129.36,,,,,11452.0,2753690.0,1459.9129999999998,6.071000000000001,9037.0,4.791,0.017,57.4,tests performed,1018505.0,614837.0,444766.0,12918.0,12197.0,54.0,32.6,23.58,6466.0,41.67,1886202.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,,Latvia,LVA,Europe & Central Asia,1_High income,,EMU
47883,LBN,Asia,Lebanon,2021-06-15,542819.0,170.0,145.429,7804.0,3.0,4.2860000000000005,79528.769,24.906999999999996,21.307,1143.369,0.44,0.628,0.87,,,,,,,,,,,,,12025.0,1.7619999999999998,,,tests performed,1058472.0,716565.0,341907.0,26833.0,21579.0,15.51,10.5,5.01,3162.0,71.3,6825442.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.7440000000000001,,Lebanon,LBN,Middle East & North Africa,2_Upper middle income,IBRD,
